"RAILROAD","IYR","IMO","STATE","COUNTY","LOCOMI","MTMI","ysmi","TOTMI","EMPHRS","PASSMI","REVPASS","TYPRR","REGION","DUMMY","YEAR4","FRTRNMI","PASTRNMI","OTHERMI","CNTYCD","STCNTY","NARR1","NARR2","NARR3","NARRLEN",DUMMY1
"NIRC","19","04","17","COOK                ","0","0","8482","330691","486928","58919752","2636550","6 ","4","","2019","0","322209","0","031","17C031","","","","0","",
"ILW ","19","04","17","BOND                ","0","0","0","0","0","0","0","6 ","4","","2019","0","0","0","005","17C005","","","","0","",
"ISW ","19","04","17","PEORIA              ","0","0","35","35","340","0","0","3 ","4","","2019","0","0","0","143","17C143","","","","0","",
"GTW ","19","04","17","COOK                ","0","0","23600","236765","129454","0","0","6 ","4","","2019","212578","0","587","031","17C031","","","","0","",
"CCUO","19","03","17","MCHENRY             ","0","0","0","0","0","0","0","3 ","4","","2019","0","0","0","111","17C111","","","","0","",
"IR  ","19","02","17","LA SALLE            ","0","0","750","6200","10278","0","0","3 ","4","","2019","5450","0","0","099","17C099","","","","0","",
"IR  ","19","03","17","LA SALLE            ","0","0","785","6615","10760","0","0","3 ","4","","2019","5830","0","0","099","17C099","","","","0","",
"IR  ","19","04","17","LA SALLE            ","0","0","795","6775","10929","0","0","3 ","4","","2019","5980","0","0","099","17C099","","","","0","",
"IR  ","19","05","17","LA SALLE            ","0","0","810","6820","11006","0","0","3 ","4","","2019","6010","0","0","099","17C099","","","","0","",
"KJRY","19","05","17","PEORIA              ","0","0","475","1707","3528","0","0","3 ","4","","2019","1232","0","0","143","17C143","","","","0","",
"ALAB","19","04","17","PEORIA              ","0","0","0","0","0","0","0","3 ","4","","2019","0","0","0","143","17C143","OPERATES AS NEEDED. ACCURATE AS REPORTED.","","","41","",
"STR ","19","03","17","PEORIA              ","0","0","0","0","0","0","0","6 ","4","","2019","0","0","0","143","17C143","NO SERVICE REQUIRED THIS MONTH.  NO BUSINESS","","","44","",
"KJRY","19","04","17","PEORIA              ","0","0","540","2253","3333","0","0","3 ","4","","2019","1713","0","0","143","17C143","","","","0","",
"KTR ","19","04","17","PEORIA              ","0","0","55","55","118","0","0","3 ","4","","2019","0","0","0","143","17C143","","","","0","",
"BRC ","19","04","17","COOK                ","0","0","34273","34336","71063","0","0","3 ","4","","2019","63","0","0","031","17C031","","","","0","",
"CPC ","19","07","17","COOK                ","0","0","35","35","92","0","0","3 ","4","","2019","0","0","0","031","17C031","CHICAGO PORT RAILROAD (CPC), IS PRIMARILY A RAIL TO/FROM TRUCK AND WATER TRANSFER/TRANSLOAD FACILITY",". CARS ARE SET ON THE PROPERTY BY CHICAGO RAIL LINK (CRL) THROUGH A TRACKAGE RIGHTS AGREEMENT. MOVEM","ENT OF CARS IS ACCOMPLISHED WITH CONTRACT LABOR.","248","",
"IR  ","19","07","17","LA SALLE            ","0","0","795","6770","10904","0","0","3 ","4","","2019","5975","0","0","099","17C099","","","","0","",
"LFIZ","19","05","17","MONTGOMERY          ","0","0","0","0","0","0","0","6 ","4","","2019","0","0","0","135","17C135","","","","0","",
"KTR ","19","05","17","PEORIA              ","0","0","64","64","156","0","0","3 ","4","","2019","0","0","0","143","17C143","","","","0","",
"CPC ","19","04","17","COOK                ","0","0","35","35","92","0","0","3 ","4","","2019","0","0","0","031","17C031","CHICAGO PORT RAILROAD (CPC), IS PRIMARILY A RAIL TO/FROM TRUCK AND WATER TRANSFER/TRANSLOAD FACILITY",". CARS ARE SET ON THE PROPERTY BY CHICAGO RAIL LINK (CRL) THROUGH A TRACKAGE RIGHTS AGREEMENT. MOVEM","ENT OF CARS IS ACCOMPLISHED WITH CONTRACT LABOR.","248","",
"RBRM","19","02","17","COOK                ","0","0","126","126","230","0","0","3 ","4","","2019","0","0","0","031","17C031","","","","0","",
"MSCI","19","09","17","PEORIA              ","0","0","18","372","372","0","0","3 ","4","","2019","354","0","0","143","17C143","","","","0","",
"MSO ","19","09","17","PEORIA              ","0","0","76","268","135","0","0","3 ","4","","2019","192","0","0","143","17C143","","","","0","",
"NDW ","19","09","17","PEORIA              ","0","0","369","1446","1134","0","0","3 ","4","","2019","1077","0","0","143","17C143","","","","0","",
"KRRC","19","08","17","ST CLAIR            ","0","0","0","742","537","0","0","3 ","4","","2019","742","0","0","163","17C163","","","","0","",
"CRL ","19","08","17","COOK                ","0","0","8497","9034","6626","0","0","3 ","4","","2019","537","0","0","031","17C031","","","","0","",
"KBSR","19","07","17","IROQUOIS            ","0","0","276","2766","1335","0","0","3 ","4","","2019","2490","0","0","075","17C075","","","","0","",
"MJ  ","19","08","17","COOK                ","0","0","0","0","0","0","0","6 ","4","","2019","0","0","0","031","17C031","","","","0","",
"EWR ","19","07","17","PEORIA              ","0","0","119","689","282","0","0","3 ","4","","2019","570","0","0","143","17C143","","","","0","",
"GET ","19","07","17","PEORIA              ","0","0","28","816","1049","0","0","3 ","4","","2019","788","0","0","143","17C143","","","","0","",
"ALS ","19","07","17","ST CLAIR            ","0","0","80631","80631","54309","0","0","6 ","4","","2019","0","0","0","163","17C163","","","","0","",
"RAFX","19","01","17","DU PAGE             ","0","0","2853","2853","1902","0","0","6 ","4","","2019","0","0","0","043","17C043","","","","0","",
"RAFX","19","02","17","DU PAGE             ","0","0","2595","2595","1730","0","0","6 ","4","","2019","0","0","0","043","17C043","","","","0","",
"RAFX","19","03","17","DU PAGE             ","0","0","3059","3059","2039","0","0","6 ","4","","2019","0","0","0","043","17C043","","","","0","",
"RAFX","19","04","17","DU PAGE             ","0","0","3386","3386","2257","0","0","6 ","4","","2019","0","0","0","043","17C043","","","","0","",
"RAFX","19","05","17","DU PAGE             ","0","0","3605","3605","2403","0","0","6 ","4","","2019","0","0","0","043","17C043","","","","0","",
"ALAB","19","07","17","PEORIA              ","0","0","3","23","554","0","0","3 ","4","","2019","20","0","0","143","17C143","OPERATES AS NEEDED. ACCURATE AS REPORTED.","","","41","",
"KJRY","19","08","17","PEORIA              ","0","0","554","2394","3374","0","0","3 ","4","","2019","1840","0","0","143","17C143","","","","0","",
"KTR ","19","08","17","PEORIA              ","0","0","68","68","158","0","0","3 ","4","","2019","0","0","0","143","17C143","","","","0","",
"MSCI","19","08","17","PEORIA              ","0","0","27","426","402","0","0","3 ","4","","2019","399","0","0","143","17C143","","","","0","",
"MSO ","19","08","17","PEORIA              ","0","0","74","166","121","0","0","3 ","4","","2019","92","0","0","143","17C143","","","","0","",
"ARR ","19","01","02","ANCHORAGE           ","0","0","16914","41896","76409","273461","1155","2 ","8","","2019","21248","3734","0","020","02C020","MANHOURS AND PASSENGER COUNTS ARE LOWER DUE TO OFF SEASON.","","","58","",
"PARN","19","01","02","SKAGWAY-HOONAH-ANGOO","0","0","0","0","3175","0","0","3 ","8","","2019","0","0","0","","","NO PASSENGER RAIL OPERATIONS. CLOSED FOR SEASON.","","","48","",
"ARR ","19","02","02","ANCHORAGE           ","0","0","18284","43379","85742","667572","3133","2 ","8","","2019","18131","6964","0","020","02C020","MANHOURS AND PASSENGER COUNTS ARE HIGHER DUE TO 10 EXTRA PASSENGER TRAINS.","","","74","",
"ARR ","19","05","02","ANCHORAGE           ","0","0","30837","93801","106679","7404644","52171","2 ","8","","2019","29998","32966","0","020","02C020","PASSENGER COUNTS AND MANHOURS ARE HIGHER DUE TO PASSENGER SEASON.","","","65","",
"PARN","19","06","02","SKAGWAY-HOONAH-ANGOO","0","0","0","11506","17975","50731475","116987","3 ","8","","2019","0","11506","0","","","SEASONAL OPERATIONS","","","19","",
"PARN","19","02","02","SKAGWAY-HOONAH-ANGOO","0","0","0","0","3408","0","0","3 ","8","","2019","0","0","0","","","NO PASSENGER RAIL OPERATIONS. CLOSED FOR SEASON","","","47","",
"ARR ","19","07","02","ANCHORAGE           ","0","0","31242","112589","105217","18080263","141969","2 ","8","","2019","27706","53641","0","020","02C020","PASSENGER COUNTS AND MANHOURS ARE HIGHER DUE TO PASSENGER SEASON.","","","65","",
"ARR ","19","06","02","ANCHORAGE           ","0","0","29391","106131","104246","16336252","124454","2 ","8","","2019","24653","52087","0","020","02C020","PASSENGER COUNTS AND MANHOURS ARE HIGHER DUE TO PASSENGER SEASON.","","","65","",
"ARR ","19","08","02","ANCHORAGE           ","0","0","42798","117254","163890","16473534","126362","2 ","8","","2019","23548","50908","0","020","02C020","PASSENGER COUNTS AND MANHOURS ARE HIGHER DUE TO PASSENGER SEASON.","","","65","",
"ARR ","19","03","02","ANCHORAGE           ","0","0","26467","59534","128152","1078715","4535","2 ","8","","2019","23081","9986","0","020","02C020","MANHOURS AND PASSENGER COUNTS ARE HIGHER DUE TO 10 EXTRA PASSENGER TRAINS AND 10 EXTRA FREIGHT TRAIN","S.","","102","",
"PARN","19","05","02","SKAGWAY-HOONAH-ANGOO","0","0","0","8344","16768","28459224","76134","3 ","8","","2019","0","8344","0","","","SEASONAL OPERATIONS","","","19","",
"PARN","19","08","02","SKAGWAY-HOONAH-ANGOO","0","0","0","12108","20337","52400194","120533","3 ","8","","2019","0","12108","0","","","","","","0","",
"PARN","19","04","02","SKAGWAY-HOONAH-ANGOO","0","0","0","82","8839","88150","1075","3 ","8","","2019","0","82","0","","","SEASONAL OPERATIONS, FIRST MONTH OF PASSENGER TRAIN OPERATIONS.","","","63","",
"PARN","19","03","02","SKAGWAY-HOONAH-ANGOO","0","0","0","0","5924","0","0","3 ","8","","2019","0","0","0","","","CLOSED FOR SEASON","","","17","",
"ARR ","19","04","02","ANCHORAGE           ","0","0","17710","50838","92125","188447","1729","2 ","8","","2019","30054","3074","0","020","02C020","MANHOURS AND PASSENGER COUNTS ARE LOWER DUE TO OFF SEASON.","","","58","",
"ARR ","19","09","02","ANCHORAGE           ","0","0","27263","83814","96404","7878896","57630","2 ","8","","2019","24768","31783","0","020","02C020","PASSENGER COUNTS AND MANHOURS ARE HIGHER DUE TO MID WEEK PASSENGER TRAINS.","","","74","",
"PARN","19","07","02","SKAGWAY-HOONAH-ANGOO","0","0","0","12383","21186","58330495","131100","3 ","8","","2019","0","12383","0","","","SEASONAL OPERATIONS.","","","20","",
"PARN","19","09","02","SKAGWAY-HOONAH-ANGOO","0","0","0","7813","19265","25261483","71514","3 ","8","","2019","0","7813","0","","","SEASONAL OPERATIONS. ","","","20","",
"NARZ","19","09","01","MADISON             ","0","0","1","11","0","0","0","3 ","3","","2019","0","0","10","089","01C089","14.  INSPECTION MILES.
15.  ALL WORKERS ARE VOLUNTEERS OR CONTRACTORS.
12,16,17 NO PASSENGER TRAIN","S THIS MONTH.","","113","",
"TASD","19","06","01","MOBILE              ","0","0","8490","8490","14859","0","0","3 ","3","","2019","0","0","0","097","01C097","","","","0","",
"HMCR","19","08","01","MADISON             ","0","0","2","314","961","0","0","3 ","3","","2019","312","0","0","089","01C089","","","","0","",
"HMCR","19","09","01","MADISON             ","0","0","2","252","693","0","0","3 ","3","","2019","250","0","0","089","01C089","","","","0","",
"ABWR","19","09","01","JEFFERSON           ","0","0","3014","3014","2599","0","0","3 ","3","","2019","0","0","0","073","01C073","","","","0","",
"LACZ","19","05","06","LOS ANGELES         ","0","0","0","17569","0","1633826","272304","3 ","7","","2019","0","17569","0","037","06C037","REHABILITATION WORK IS CURRENTLY BEING PERFORMED ON HALF OF THE ALIGNMENT. ALL CROSSINGS IN THAT REG","ION ARE CLOSED UNTIL BEGINNING OF JUNE, THEN WORK WILL COMMENCE ON THE OTHER HALF. THEREFORE THE FLU","CTUATIONS IN NUMBERS OF MILES OPERATED AND PASSENG","250","",
"PSRM","19","05","06","SAN DIEGO           ","0","0","16","266","0","6960","696","3 ","7","","2019","0","250","0","073","06C073","","","","0","",
"QRR ","19","06","06","PLUMAS              ","0","0","0","390","348","0","0","3 ","7","","2019","390","0","0","063","06C063","","","","0","",
"NCTC","19","05","06","SAN DIEGO           ","0","0","0","26034","44244","3440612","122879","6 ","7","","2019","0","26034","0","073","06C073","","","","0","",
"SCRS","19","05","06","RIVERSIDE           ","0","0","13392","13392","4882","0","0","3 ","7","","2019","0","0","0","065","06C065","","","","0","",
"NICX","19","05","06","ALAMEDA             ","0","0","20","250","0","39825","2950","3 ","7","","2019","0","220","10","001","06C001","11. NONE, 13. YARD SWITCHING AND MOVE SET UP, 14. WORK TRAINS, 15. ALL VOLUNTEER, 16. BASED ON 13.5 ","MILE ROUND TRIP, 17. NORMAL OPERATIONS","","138","",
"NVRR","19","05","06","NAPA                ","0","0","50","3326","22571","281988","7833","3 ","7","","2019","0","3276","0","055","06C055","","","","0","",
"NWP ","19","05","06","SONOMA              ","0","0","126","2241","678","0","0","6 ","7","","2019","595","0","1520","097","06C097","`OTHER TRAIN MILES` REPORT IS DUE TO PTC TESTING ON SMART RAIL CORRIDOR.","","","72","",
"OERY","19","05","06","RIVERSIDE           ","0","0","0","151","0","4485","1495","3 ","7","","2019","0","151","0","065","06C065","APRIL WAS MUCH HIGHER DUE TO SPECIAL EVENT `DAY OUT WITH THOMAS` RIDERSHIP IN MAY IS BACK TO NON-EVE","NT ` NORMAL`.





","","125","",
"PSRR","19","04","06","SAN DIEGO           ","0","0","2314","3325","1346","0","0","3 ","7","","2019","1011","0","0","073","06C073","THERE WAS MORE YARD SWITCHING THIS MONTH DO TO CAR LOADS BUNCHING AS THEY SHOWED UP.","","","84","",
"PSRR","19","05","06","SAN DIEGO           ","0","0","2160","3189","1496","0","0","3 ","7","","2019","1029","0","0","073","06C073","","","","0","",
"SERA","19","06","06","YOLO                ","0","0","161","1948","6358","0","0","3 ","7","","2019","1787","0","0","113","06C113","NONE","","","4","",
"CWR ","19","03","06","MENDOCINO           ","0","0","0","695","1688","26849","3074","3 ","7","","2019","0","395","300","045","06C045","SEASONAL INCREASE IN WORKER HOURS AND RIDERSHIP","","","47","",
"CCT ","19","04","06","SAN JOAQUIN         ","0","0","5071","5617","4478","0","0","3 ","7","","2019","546","0","0","077","06C077","","","","0","",
"WOPR","19","08","06","ALAMEDA             ","0","0","162","162","179","0","0","3 ","7","","2019","0","0","0","001","06C001","","","","0","",
"NICX","19","08","06","ALAMEDA             ","0","0","5","235","0","29727","2202","3 ","7","","2019","0","220","10","001","06C001","11. NONE, 13. YARD SWITCHING FOR 150TH RUNS, 14. WORK TRAINS, 15. ALL VOLUNTEER, 16. BASED ON 13.5 R","OUND TRIP, NORMAL OPERATION WITH STEAM. ","","139","",
"SCRS","19","08","06","RIVERSIDE           ","0","0","13392","13392","4261","0","0","3 ","7","","2019","0","0","0","065","06C065","","","","0","",
"RPRC","19","08","06","CONTRA COSTA        ","0","0","4102","9025","2538","0","0","3 ","7","","2019","4923","0","0","013","06C013","","","","0","",
"SFB ","19","08","06","SAN FRANCISCO       ","0","0","196","201","1808","0","0","6 ","7","","2019","5","0","0","075","06C075","","","","0","",
"PSRM","19","09","06","SAN DIEGO           ","0","0","18","278","0","4340","440","3 ","7","","2019","0","260","0","073","06C073","","","","0","",
"FMWX","19","09","06","VENTURA             ","0","0","1","128","96","17712","984","3 ","7","","2019","0","126","1","111","06C111","#14 - MAINTENANCE.","","","18","",
"NCTC","19","09","06","SAN DIEGO           ","0","0","0","24721","40336","3198524","114233","6 ","7","","2019","0","24721","0","073","06C073","","","","0","",
"CSRM","19","09","06","SACRAMENTO          ","0","0","12","72","64","38479","6350","3 ","7","","2019","0","60","0","067","06C067","","","","0","",
"VTAZ","19","09","06","SANTA CLARA         ","0","0","0","14256","4775","507666","76686","3 ","7","","2019","0","14256","0","085","06C085","VTA OPERATES APPROXIMATELY 10% OF OUR RAIL SERVICE MILEAGE WITHIN THE VASONA CORRIDOR. VTA IS USING ","THE TOTAL AMOUNT OF HOURS WORKED & DIVIDING IT BY TEN TO COME UP WITH THE ANSWER TO ITEM 15 `RAILROA","D WORKER HOURS`","215","",
"AUT ","19","09","01","AUTAUGA             ","0","0","520","2462","1700","0","0","3 ","3","","2019","1942","0","0","001","01C001","","","","0","",
"BHRR","19","09","01","JEFFERSON           ","0","0","12228","14380","13227","0","0","3 ","3","","2019","2152","0","0","073","01C073","","","","0","",
"TASD","19","09","01","MOBILE              ","0","0","9816","9816","15719","0","0","3 ","3","","2019","0","0","0","097","01C097","","","","0","",
"SERX","19","04","01","JEFFERSON           ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","073","01C073","SERX HAS NO EMPLOYEES AND NEITHER OWNS NOR OPERATES ANY EQUIPMENT.","","","66","",
"ABS ","19","03","01","TUSCALOOSA          ","0","0","3968","10090","8883","0","0","3 ","3","","2019","6122","0","0","125","01C125","","","","0","",
"APPX","19","04","01","SHELBY              ","0","0","24","24","153","0","0","3 ","3","","2019","0","0","0","117","01C117","","","","0","",
"ABS ","19","04","01","TUSCALOOSA          ","0","0","3723","9608","8340","0","0","3 ","3","","2019","5885","0","0","125","01C125","","","","0","",
"ABWR","19","08","01","JEFFERSON           ","0","0","3203","3203","1587","0","0","3 ","3","","2019","0","0","0","073","01C073","","","","0","",
"AUT ","19","08","01","AUTAUGA             ","0","0","504","2319","1587","0","0","3 ","3","","2019","1815","0","0","001","01C001","","","","0","",
"BHRR","19","08","01","JEFFERSON           ","0","0","15078","17428","14232","0","0","3 ","3","","2019","2350","0","0","073","01C073","","","","0","",
"APPX","19","09","01","SHELBY              ","0","0","33","33","95","0","0","3 ","3","","2019","0","0","0","117","01C117","","","","0","",
"CSMX","19","09","01","SHELBY              ","0","0","1","149","132","12893","1131","3 ","3","","2019","0","148","0","117","01C117","NORMAL SATURDAY RUNS. ONE EVENT THIS MONTH. ","","","43","",
"SQSC","19","09","01","JACKSON             ","0","0","23","213","845","0","0","3 ","3","","2019","190","0","0","071","01C071","","","","0","",
"SQSC","19","08","01","JACKSON             ","0","0","25","181","635","0","0","3 ","3","","2019","156","0","0","071","01C071","","","","0","",
"ATN ","19","09","01","ETOWAH              ","0","0","1308","5088","4975","0","0","3 ","3","","2019","3780","0","0","055","01C055","","","","0","",
"SERX","19","09","01","JEFFERSON           ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","073","01C073","SERX HAS NO EMPLOYEES AND NEITHER OWNS NOR OPERATES ANY EQUIPMENT.","","","66","",
"CSMX","19","03","01","SHELBY              ","0","0","2","172","173","20103","4335","3 ","3","","2019","0","170","0","117","01C117","60% OF `DOWT` EVENT PLANNED RUNS OCCURRED THIS MONTH.","","","53","",
"CSMX","19","07","01","SHELBY              ","0","0","1","120","116","13688","1234","3 ","3","","2019","0","119","0","117","01C117","`WILD WEST DAY` EVENT OCCURRED","","","30","",
"APPX","19","07","01","SHELBY              ","0","0","54","54","217","0","0","3 ","3","","2019","0","0","0","117","01C117","","","","0","",
"ABWR","19","03","01","JEFFERSON           ","0","0","3334","3334","3308","0","0","3 ","3","","2019","0","0","0","073","01C073","","","","0","",
"AUT ","19","03","01","AUTAUGA             ","0","0","427","1617","1542","0","0","3 ","3","","2019","1190","0","0","001","01C001","","","","0","",
"BHRR","19","03","01","JEFFERSON           ","0","0","14621","17179","13971","0","0","3 ","3","","2019","2558","0","0","073","01C073","","","","0","",
"CSMX","19","04","01","SHELBY              ","0","0","1","158","195","19660","4062","3 ","3","","2019","0","156","1","117","01C117","`DOWT` AND `CTE` EVENTS OCCURRED THIS MONTH.","","","44","",
"ATN ","19","05","01","ETOWAH              ","0","0","1320","5235","5728","0","0","3 ","3","","2019","3915","0","0","055","01C055","","","","0","",
"NARZ","19","05","01","MADISON             ","0","0","1","41","0","2380","238","3 ","3","","2019","0","30","10","089","01C089","14.  WORK TRAIN MILES.
15.  ALL WORKERS VOLUNTEERS OR CONTRACTORS.","","","67","",
"SQSC","19","07","01","JACKSON             ","0","0","45","233","825","0","0","3 ","3","","2019","188","0","0","071","01C071","","","","0","",
"ATN ","19","08","01","ETOWAH              ","0","0","1320","5010","5128","0","0","3 ","3","","2019","3690","0","0","055","01C055","","","","0","",
"SERX","19","03","01","JEFFERSON           ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","073","01C073","SERX HAS NO EMPLOYEES AND NEITHER OWNS NOR OPERATES ANY EQUIPMENT.","","","66","",
"NICX","19","09","06","ALAMEDA             ","0","0","10","246","0","18414","1364","3 ","7","","2019","0","216","20","001","06C001","11. NONE, 13. YARD SWITCHING FOR BREAK DOWN FOR 150TH RUNS, 14. WORK TRAINS, 15. ALL VOLUNTEER, 16. ","BASED ON 13.5 MILE ROUND TRIP, 17. NORMAL OPS WITH STEAM.","","157","",
"CCT ","19","09","06","SAN JOAQUIN         ","0","0","4161","4681","3918","0","0","3 ","7","","2019","520","0","0","077","06C077","","","","0","",
"WFS ","19","09","06","TULARE              ","0","0","48","48","0","0","0","3 ","7","","2019","0","0","0","107","06C107","","","","0","",
"SCRS","19","09","06","RIVERSIDE           ","0","0","12960","12960","4462","0","0","3 ","7","","2019","0","0","0","065","06C065","","","","0","",
"SFB ","19","09","06","SAN FRANCISCO       ","0","0","120","125","1723","0","0","6 ","7","","2019","5","0","0","075","06C075","YARD SWITCHING TRAIN MILES LOWER THAN USUAL THIS MONTH DUE TO DECREASE VOLUME OF CARLOADS HANDLED.","","","98","",
"PSRR","19","09","06","SAN DIEGO           ","0","0","1899","3032","1455","0","0","3 ","7","","2019","1133","0","0","073","06C073","","","","0","",
"RPRC","19","07","06","CONTRA COSTA        ","0","0","4397","9674","2572","0","0","3 ","7","","2019","5277","0","0","013","06C013","","","","0","",
"LAJ ","19","08","06","LOS ANGELES         ","0","0","4821","4821","4290","0","0","6 ","7","","2019","0","0","0","037","06C037","","","","0","",
"PSRM","19","07","06","SAN DIEGO           ","0","0","16","282","0","2788","344","3 ","7","","2019","0","266","0","073","06C073","","","","0","",
"QRR ","19","07","06","PLUMAS              ","0","0","0","324","330","0","0","3 ","7","","2019","324","0","0","063","06C063","","","","0","",
"SMRT","19","06","06","SONOMA              ","0","0","10","33700","23740","2335588","54316","6 ","7","","2019","0","33540","150","097","06C097","","","","0","",
"CFNR","19","07","06","YOLO                ","0","0","0","6260","5722","0","0","3 ","7","","2019","6260","0","0","113","06C113","NO INJURIES OR ILLNESSES TO REPORT","","","34","",
"NCTC","19","07","06","SAN DIEGO           ","0","0","0","26423","44358","4186420","149515","6 ","7","","2019","0","26423","0","073","06C073","","","","0","",
"NICX","19","07","06","ALAMEDA             ","0","0","10","280","0","25407","1882","3 ","7","","2019","0","250","20","001","06C001","11. NONE, 13. YARD SWITCHING, 14. PICK UP CARS THAT WILL BE LEAVING PROPERTY, 15. ALL VOLUNTEERS, 16",". BASED ON 13.5 MILE ROAD TRIP, 17. STEAM OPS. ","","146","",
"FMWX","19","07","06","VENTURA             ","0","0","2","186","172","22210","1213","3 ","7","","2019","0","183","1","111","06C111","OTHER MILES - FILM & MAINTENANCE","","","32","",
"NVRR","19","07","06","NAPA                ","0","0","50","3650","22616","276048","7668","3 ","7","","2019","0","3600","0","055","06C055","","","","0","",
